Parent,Child,Conversion,Child Description,Child UOM
10346A,10346AE,12,FUNNEL PYREX 65 ST STEM PWD,EA
10346B,10346BEA,12,FUNNEL FILLING 75MM,EA
10346C,10346CEA,6,FUNNEL FILLING 100MM,EA
10347C,10347CEA,12,FUNNEL 35MM 1/EA,EA
10347D,10347DEA,12,FUNNEL ANALY PP 65MM 1/EA,EA
10348A,10348AEA,12,FUNNEL POWDER PP 65MM,EA
10348B,10348BEA,12,FUNNEL POWDER PP 80MM,EA
10348C,10348CEA,6,FUNNEL POWDER PP 100MM,EA
10348D,10348DEA,4,FUNNEL POWDER PP 150MM,EA
10371AA,10371AAEA,2,FUNNEL HVY DUTY LDPE 4IN 1EA,EA
10371C,10371CEA,6,FUNNEL POLYPROP 4IN100MM,EA
10371D,10371DEA,3,FUNNEL POLYPR 6IN 150MM,EA
10371M,10371MEA,12,FUNNEL UTILITY 60ML,EA
1043710A,1043710AE,2,FUNNEL W/PTFE PLUG 60ML,EA
1043710B,1043710BEA,2,FUNNEL W/PTFE PLUG 125ML,EA
1043710C,1043710CEA,2,FUNNEL W/PTFE PLUG 250ML 1/EA,EA
1043711C,1043711CEA,4,FUNNEL W/PTFE PLUG 125ML,EA
1043725B,1043725BPK,4,FUNNEL SEP FEP 250ML 1PK,PK
1043725E,1043725EEA,2,FUNNEL SEP FEP 2000ML 1/EA,EA
1043733,1043733EA,4,FUNNEL 5.5IN 38-430 CLOSRE 1EA,EA
10500,10500EA,12,POWDER FUNNEL 60-69,EA
105001,105001EA,12,POWDER FUNNEL 70-79,EA
1050017,1050017EA,4,ANALYTICAL FUNNEL 99MMSTEM 1EA,EA
105002,105002EA,6,POWDER FUNNEL 100-109,EA
1050028,1050028EA,4,BOX CRYOVIAL STRG 1.2-2ML EACH,EA
105003,105003EA,4,POWDER FUNNEL 110-150 1/EA,EA
105006,105006EA,12,HD UTILITY FUNNEL 80-89 1/EA,EA
105007,105007EA,12,HD UTILITY FUNNEL 100-109,EA
105008,105008EA,12,HD UTILITY FUNNEL 120-129,EA
10525,10525EA,12,FLASK PETG 250ML VENT 1EA,EA
10977023,10977023EA,10,DISTILLED WATER ULTRAPURE 1EA,EA
1112612,1112612PK,10,ALUM SEAL W/HOLE 1 PC 100PK,PK
1118913A,1118913AEA,50,TUBING SILAS 1/4X1/2IN 1FT/EA,EA
11380B,11380BEA,72,STIRRING RODS 150MM,EA
11380C,11380CEA,72,STIRRING RODS 200MM,EA
11380D,11380DEA,72,STIRRING RODS 250 MM 1/EA,EA
11381C,11381CEA,100,STIRRING RODS 5X200MM,EA
11381D,11381DEA,100,STIRRING RODS 6X250MM 1EA,EA
1138753,1138753PR,12,GLV CTN W/DOTS 2SD LRG 1PR,PR
1138756B,1138756BPK,1,MCRFLX UL-315 LTX GLV S 50/PK,PK
11388,11388PK,2,GLASS WOOL 1/2 LB,EA
1139010H,1139010HPK,4,GLV LTX HYCL 100 10 50PR/PK,PK
113906A,113906APK,1,GLV LTX HYCL SZ 100 SM 100PK,PK
113906B,113906BPK,1,GLV LTX HYCL SZ 100 MD 100PK,PK
113906C,113906CPK,1,GLV LTX HYCL SZ 100 LG 100PK,PK
113906D,113906DPK,1,GLV LTX HYCL SZ 100 XLG 100PK,PK
11391139C,11391139CPK,12,37175 NTR GL CTN FLK SZ8 12PK,PK
11391139C,11391139CPR,72,GLV NITRL 13IN SZ 8 1PR,PR
11391139D,11391139DPK,12,37175 NTR GL CTN FLK SZ9 12PK,PK
11391139D,11391139DPR,72,GLV NITRL 13IN SZ 9 1PR,PR
11391139E,11391139EPK,12,37175 NTR GL CT FLK SZ10 12PK,PK
11391139E,11391139EPR,72,GLV NITRL 13IN SZ 10 1PR,PR
11391140D,11391140DPR,6,GLV NITRL 18IN SZ 10 1PR,PR
1139226A,1139226APK,6,GLV TRIONIC CR SZ 7 12PR/PK,PK
1139226B,1139226BPR,36,GLV TRIONIC CR SZ 8 1 PR,PR
1139226B,1139226BPK,6,GLV TRIONIC CR SZ 8 12PR/PK,PK
1139226C,1139226CPR,36,GLV TRIONIC CR SZ 9 1 PR,PR
1139226C,1139226CPK,6,GLV TRIONIC CR SZ 9 12PR/PK,PK
1139226D,1139226DPR,36,GLV TRIONIC CR SZ 10 1 PR,PR
1139226D,1139226DPK,6,GLV TRIONIC CR SZ 10 12PR/PK,PK
1139226E,1139226EPR,36,GLV TRIONIC CR SZ 11 1 PR,PR
1139226E,1139226EPK,6,GLV TRIONIC CR SZ 11 12PR/PK,PK
1139231B,1139231BPR,36,GLV NEOPR KNIT SZ M 1EA,PR
1139231C,1139231CPR,6,GLV NEOPR KNIT SZ L 1PR,PR
1139231D,1139231DPR,6,GLV NEOPR KNIT SZ XL 1PR,PR
1139233B,1139233BPR,6,GLV NEOP LATEX SZ 7 1PR,PR
1139233C,1139233CPR,6,GLV NEOP LATEX SZ 8 1PR,PR
1139233D,1139233DPR,6,GLV NEOP LATEX SZ 9 1PR,PR
1139233E,1139233EEA,6,GLV NEOP LATEX SZ 10,PR
1139234C,1139234CPR,6,GLV NEOPR FLK SZ L,PR
113923A,113923APK,6,MAPAGLOVENITRILEFLOCK SZ-712PK,PK
113923D,113923DPK,6,MAPAGLOVENITRILEFLOCK SZ1012PK,PK
113926A,113926APR,6,GLV NITR KNIT SZ 8 1PR,PR
113926B,113926BPR,6,GLV NITR KNIT SZ 9 1PR,PR
113926C,113926CPR,6,GLV NITR KNIT SZ 10 1PR,PR
113926D,113926DPR,6,GLV NITR KNIT SZ 11 1PR,PR
11394114C,11394114CEA,12,GLV CHEM MASTER LRG,PR
1139533A,1139533APR,6,GLV NITRIL 13IN 15M SZ7 1PR,PR
1139533B,1139533BPR,6,GLV NITRIL 13IN 15M SZ8,PR
1139533C,1139533CPR,6,GLV NITRIL 13IN 15M SZ9 1PR,PR
1139533D,1139533DPR,6,GLV NITRI 13IN 15M SZ10 1PR,PR
113953D,113953DEA,12,GLV NEOPRENE SZ XL,PR
1146212B,1146212BPR,6,GLV COWHIDE LINED MED 1PR,PR
1146212C,1146212CPR,6,GLV COWHIDE LINED LRG 1PR,PR
1146212D,1146212DPR,6,GLV COWHIDE LINED XL 1PR,PR
1146226A,1146226AEA,12,GLV LISLE LTWT LADIES 1PR,PR
1146226B,1146226BPR,6,GLV LISLE LTWT MENS PAIR,PR
1146226B,1146226BEA,12,GLV LISLE LTWT MENS 1PR,EA
1167614,1167614EA,12,MULTI-PURPOSE MAILER,EA
1167627A,1167627AEA,12,AILER W/INSERT 24 VIAL 1EA,EA
1167824A,1167824AEA,12,BOX W/COVER FIBERBD 2IN,EA
1167824B,1167824BEA,12,BOX W/COVER FIBERBD 3IN,EA
1167824C,1167824CEA,12,DIVIDR GRID 1/2IN 100PLC,EA
1181510A,1181510AEA,12,JAR W/M PP 1OZ/30ML 1/EA,EA
1181510B,1181510BEA,12,JAR W/M PP 2OZ/60ML 1EA,EA
1181510C,1181510CEA,12,JAR W/M 4OZ/125ML 1/EA2/PK,EA
1181510D,1181510DEA,6,JAR W/M PP 8OZ/250ML,EA
1181510E,1181510EEA,6,JAR W/M PP 16OZ/500ML,EA
1181510F,1181510FEA,6,JAR W/M PP 32OZ/950ML,EA
11865151,11865151EA,3,WSHBTL DCHLRMTHN GHS 500ML 1EA,EA
11865154,11865154EA,3,BOTTLE ETHYLACETATE GHS 500ML,EA
11865168,11865168EA,3,WSHBT MTHNL GHS VNT 1000ML,EA
118902,118902PK,2,STERI-WRAP 3 24X24IN SNG 200PK,PK
11995,11995EA,12,LENS PAPR 6X8 100S/BK 1/EA,EA
1200931,1200931EA,15,BOX SQUARE 2ML CRYULE 1EA,EA
120097A,120097AEA,6,BOX DISP GLASS FLOOR MDL,EA
120097B,120097BEA,6,BOX GLASS DISP BENCH TOP,EA
12009802,12009802EA,10,BIO-BIN 30 LITER 1EA,EA
120098A,120098AEA,6,BURN-UP BIN 11GAL 1EA,EA
12111001,12111001EA,10,10ULXL UTIP FLT LORET ST96TIPS,EA
12111002,12111002EA,10,20UL UTIP FLT LOWRET ST 96TIPS,EA
12111004,12111004EA,10,300UL UTIP FLT LOWRET ST 96PK,EA
12111005,12111005EA,10,1250UL UTIP FLT LOWRET ST 96PK,EA
12111006,12111006EA,10,10UL UTIP LOW RET ST 96EA,EA
12111007,12111007EA,10,10UL XL UTIP LOW RET ST 96EA,EA
12111008,12111008EA,10,200UL UTIP LOW RET ST 96EA,EA
12111083,12111083EA,20,RESERVOIR PS STER 100ML EA,EA
12111086,12111086EA,20,RESERVOIR PS STER 1/BG EA,EA
12111126,12111126EA,10,200LFILTERTIP ST UNIV B 96TIPS,EA
12111132,12111132EA,10,1000L FILTR TIP ST UNIV 96EA,EA
12111362,12111362EA,10,200ULXTIP4FILTEREDLTSSTYL96/PK,EA
12111365,12111365EA,8,1200UL XTIP4 FLT LTS STY 96PK,EA
12111400,12111400EA,10,0.2-20 XTIP4 FLT LOW VOL 96PK,EA
121411,121411PK,20,TUBES CAPILLARY MP 100/PK,PK
121412,121412PK,20,TUBE CAPILLARY MP 100/PK,PK
121418,121418PK,20,TUBE CAPILLARY MP 100VL/CS,CS
12456704,12456704PK,5,PLATE 1536W B NT COC NS 10/PK,PK
12460451,12460451EA,10,DISPOSABLE SCALPELS 10 1EA,EA
12460460,12460460EA,10,DISP SAFETY SCALPL NO15 1EA,EA
125441,125441PK,2,FF MICRO SLIDES 3X1 IN 72EA/PK,PK
125442,125442PK,2,FF MCRO SL75X25 FR 1-SDE 72/PK,PK
125493,125493EA,2,MICRO SLD 3X1 IN PLAIN 72/EA,EA
12550003,12550003EA,2,SLIDE SLECTFROST WH 72EA,EA
12550123,12550123PK,2,SLIDES SUPERF 3X1INX1MM 72/PK,PK
1255015,1255015PK,2,SLIDE SUPERFR 25X75MM 72/PK,PK
12550A3,12550A3PK,2,MICRO SLIDES 75X25MM PLN 72PK,PK
12553451,12553451PK,10,COVER GLASS NO.1 200/PK,PK
12553454,12553454PK,10,COVER GLASS NO.1 1/2 200/PK,PK
12553458,12553458PK,10,COVER GLASS NO. 2 100/PK,PK
12553459,12553459PK,10,COVER GLASS NO. 1 100PK,PK
12553461,12553461PK,10,COVER GLASS NO. 1 100/PK,PK
12553465,12553465PK,10,COVER GLASS NO. 1 100PK,PK
12553466,12553466PK,100,COVERGLASS NO 1 1/2 10/PK,PK
12553467,12553467PK,10,COVERGLASS NO 1 1/2 100/PK,PK
125535B,125535BPK,2,MICRO SLIDES 75X50MM 72PK,PK
12556000,12556000PK,50,BIOLITE 35MM TC DISH 10/PK,PK
12556001,12556001PK,50,BIOLITE 60MM TC DISH 10/PK,PK
12556002,12556002PK,20,BIOLITE 100MM TC DISH 10/PK,PK
12556003,12556003PK,12,BIOLITE 150MM TC DISH 10/PK,PK
12556004,12556004EA,50,BIOLITE 6 WELL MULTIDISH 01/EA,EA
12556005,12556005EA,50,BIOLITE 12WELL MULTIDISH,EA
12556008,12556008EA,50,BIOLITE 96 WELL MULTIDISH EACH,EA
12556009,12556009PK,40,BIOLITE 25CM2 FLSK VENT 5/PK,PK
12556010,12556010PK,20,BIOLITE 75CM2 FLSK VENT 5/PK,PK
12556011,12556011PK,8,BIOLITE 175CM2 FLSK VENT 5/PK,PK
12562000,12562000PK,6,FLASK EASY175CM2 FILTER 5PK,PK
12562001,12562001PK,6,FLASK EASY 175CM2 VENTED 5/PK,PK
12565018,12565018EA,24,BIO BOTTLE 2L PP STERILE 1EA,EA
12565020,12565020PK,15,DISH TC 100X15MM 10PK,PK
12565100,12565100PK,8,DISH 150X20MM TC W/VENTS10PK,PK
12565135,12565135PK,12,IMMPLATE MAXICRT F96 WL 5PK,PK
12565136,12565136PK,12,PLATE F96WELL IMMUNO 5/PK,PK
12565138,12565138PK,12,PLATE F96WELL POLYSORP 5/PK,PK
12565163,12565163EA,75,MULTIDISH W/LID 24WELL 1/EA,EA
12565163N,12565163NPK,9,CRYTBE RND EXT 1.8ML 50/PK,PK
12565167N,12565167NPK,9,CRYOTUBE 1.8ML RND INTHD 50/PK,PK
12565168N,12565168NPK,10,CRYOTUBE 1MLCON INTHRD 50PK,PK
12565169N,12565169NPK,10,CRYOTUBE 1ML CON INTHRD 50/PK,PK
12565170N,12565170NPK,10,CRYOTUBE 1.8ML INTHD 50PK,PK
12565171N,12565171NPK,9,CRYOTUBE 1.8ML RND INTHD 50/PK,PK
12565174,12565174EA,4,BOX CRYOSTORE MAX 100,EA
12565182,12565182EA,6,BOX CRYOSTORE81CELL STD HT,EA
12565210,12565210EA,50,PLATE F96WELL BACTI ST 1/EA,EA
12565216,12565216PK,18,PLATE 96WELL BACTI VBTM 10PK,PK
12565221,12565221PK,6,FLASK EASY 225CM2 FILTER 5/PK,PK
12565224,12565224PK,4,DSH PETRI RIOASSY 245X245 4/PK,PK
12565226,12565226PK,12,PLATE F96WELL BACTI NS 5/PK,PK
12565237,12565237EA,10,PEN CRYO BLACK NON-STR 1/EA,EA
12565263,12565263PK,12,POLYPROPY PLATE V96 WELL 5/PK,PK
12565268,12565268PK,10,NUNC 15ML CONICL TBE BLK 50PK,PK
12565269,12565269PK,20,NUNC 15ML CONICL TBE RKD 25/PK,PK
12565270,12565270PK,20,NUNC 50ML CONICL TBE BLK 25PK,PK
12565271,12565271PK,12,NUNC 50ML CONICL TBE RKD 25/PK,PK
12565321,12565321EA,75,DISH MULTI 12WELL RND 1/EA,EA
12565322,12565322EA,75,MULTIDISH 48WELL ST PS 1EA,EA
12565349,12565349PK,20,FLASK 75CM2 FILTER CLOS 5/PK,PK
12565350,12565350PK,20,FLASK 75CM2 VNT-CLS 275ML 5/PK,PK
12565351,12565351PK,20,FLSK 25CM2 STR FLTR CLS 10/PK,PK
12565368,12565368PK,12,PLATE PP U96WELL NAT NS 10/PK,PK
12565369,12565369PK,12,PLATE PP U96WELL NAT ST 10/PK,PK
12565383,12565383PK,16,PLATE F96 TC W/LID ST 10/PK,PK
12565384,12565384PK,6,PLATE 384WELL PP NS NAT 20PK,PK
12565385,12565385PK,6,PLATE 384WELL PP ST NAT 20PK,PK
12565394,12565394EA,50,PLATE 1ML DEEPWELL PP NS 1EACS,EA
12565395,12565395PK,10,PLATE 1.3ML DEEPWELL PPST 5/PK,PK
12565436,12565436PK,6,PLATE V96WELL PP NAT 20/PK,PK
12565438,12565438PK,6,PLATE V96WELL PPNAT ST 20/PK,PK
12565460,12565460PK,16,PLATE V96WELL PS CLR 10/PK,PK
12565476,12565476PK,3,LID UNVERSL STERILE CLR 20/PK,PK
12565477,12565477PK,3,LID F96WELL PLT CL ST 20/PK,PK
12565493,12565493PK,10,DISH 1 WELL STERILE 10/PK,PK
1256550,1256550PK,10,FLASK 80CM2 STRTNK PE CAP 5PK,PK
12565501,12565501PK,8,FLAT BTTM 96WELLPLATE NS 10PK,PK
12565502,12565502PK,8,RND BTTM 96WELLPLATE PPN 10/PK,PK
12565560,12565560EA,50,CAP WELL 0.5ML PP NAT ST 1EA,EA
12565572,12565572PK,10,ROBOTC RSVR ST FL 1X300ML 4/PK,PK
12565572,12565572EA,40,ROBOTC ESVR ST FL 1X300ML 1/EA,EA
1256559,1256559EA,50,12 565 58PER 32CM LG 1/EA,EA
12565605,12565605EA,60,PLATE U96DPWLL PP 2ML ST 1/EA,EA
12565606,12565606PK,12,PLATE U96DPWLL PP 2ML NS 5/PK,PK
1256564,1256564EA,50,TC PLT W/O LID F96 WL,EA
1256565,1256565EA,50,PLATE TC W/LID U96WELL,EA
1256566,1256566EA,50,PLATE F96WELL TC LID 1/EA,EA
1256569,1256569PK,20,LID ONLY 96 WL PLATE NS 5/PK,PK
12565720,12565720PK,16,PLT U96WEL ST TC LID 10/PK,PK
12565743,12565743PK,4,DISH BIOASSY LWPROFL PS 5PK,PK
12565801,12565801PK,10,EZ FLIP PP TUBE 15ML BLK 50PK,PK
12565802,12565802PK,10,EZ FLIP PP TUBE 15ML 50/PK,PK
1256595,1256595PK,40,DISH TC 60X15MM W/VENTS 10PK,PK
1256596,1256596PK,40,60MM CELL CULT DISH 10/PK,PK
12565971,12565971PK,50,TUBE 14ML ROUND BTM 10PK,PK
1256600,1256600EA,50,PLATE 96WELL CELLCULTURE 50/CS,EA
1256607,1256607EA,50,PLATE 96WELL BLK W/LID 1EA,EA
12566121,12566121PK,12,PLATE FS 96 WELL 2ML 5/PK,PK
12566439,12566439PK,3,FLASK T25 NUNCLON SPERA PK6,PK
12566440,12566440PK,6,FLASK T75NUNCLON SPERA PK4,PK
12566611,12566611EA,50,WELL PLATE 96 1ML EA,EA
12566612,12566612EA,60,WELL PLATE 96 2ML EA,EA
12566620,12566620PK,18,WELL PLATE 96F .4ML 10PK,PK
1256670,1256670PK,10,96WELCELC PLY OPTBTM BLK 3/PK,PK
1256671,1256671EA,30,96WELCELC POLY OPTBTM WH EA,EA
1256685,1256685PK,20,FLASK EASY 75CM2 STERILE 5/PK,PK
12567650,12567650PK,24,DISH NUNCLON 100X20M 10PK,PK
12600000,12600000PK,50,NUNC EASYDISH 35MM TC 10/PK,PK
12600001,12600001PK,28,NUNC EASYDISH 60MM TC 10/PK,PK
12600002,12600002PK,15,NUNC EASYDISH 100X15 TC 10/PK,PK
12600003,12600003PK,24,NUNC EASYDISH 100X20 TC 10/PK,PK
12600004,12600004PK,8,NUNC EASYDISH 150X20 10/PK,PK
127241,127241PK,4,PIPET MILK TEST 2.2ML 250/PK,PK
12800603,12800603EA,24,HAND SANITIZER 350ML/12OZ EA,EA
12888001A,12888001APK,10,FACEMASK DISPOSABLEARLOOP 50PK,PK
128930063A,128930063AP,10,SMS LAB COAT M 10PK,PK
128930063B,128930063BP,10,SMS LAB COAT L 10PK,PK
128930063C,128930063CP,10,SMS LAB COAT XL 10PK,PK
128930063D,128930063DP,10,SMS LAB COAT XXL 10PK,PK
128930063E,128930063EP,10,SMS LAB COAT XXXL 10PK,PK
128930064C,128930064CP,5,DISPOSABLE PP LAB COATS M 10PK,PK
128930064D,128930064DP,5,DISPOSABLE PP LAB COATS L 10PK,PK
128930064E,128930064EP,5,DISPOSABLE PP LABCOAT XL 10PK,PK
12897001,12897001PK,20,21INPLEATED BOUFFANT CAP 100PK,PK
128970012,128970012PK,20,21  ROUND BOUFFANT CAP 100PK,PK
128970012B,128970012BP,100,FB BOUFFANT CAP 21 BLU 20PK,PK
12897002,12897002PK,20,24IN PLEATD BOUFF CAPS 100PK,PK
128970022,128970022PK,20,24  ROUND BOUFFANT CAP 100PK,PK
12898001,12898001PK,20,DISPOSBLE BEARDCOVER 18IN100PK,PK
13006155,13006155EA,6,BTL RTU METHANOL 500ML 1EA,EA
13006158,13006158EA,6,BTL RTU SODM HYPOCH 500ML 1EA,EA
13006159,13006159EA,6,BTL RTU DEIONZD H2O 500ML 1EA,EA
13202760,13202760EA,1,THRMTR DURAC AUTOCLAVE EA,EA
13303001,13303001EA,24,24HR 3500ML WHT SPOUT CAP 1/EA,EA
133794,133794EA,10,MARKING PEN BLK FINE,EA
133795,133795EA,10,MARKING PEN RED FINE 1/EA,EA
133796,133796EA,10,MARKING PEN BLUE FINE,EA
133797,133797EA,10,MARKING PEN GREEN FINE 1/EA,EA
1338260,1338260EA,25,LABEL PY RTK CSTM SYSTM,EA
13383C,13383CEA,6,SCIENT MARKING PENS BLACK 1/EA,EA
13611104,13611104PK,10,PIPET TIP 10UL NAT FIL ST 96PK,PK
13611113,13611113PK,10,PIPTTIP200UL NAT GRD FILST96PK,PK
13611116,13611116PK,10,PIPTTIP200UL GEL RK ST 96PK,PK
13611125,13611125PK,10,PIPTTIP1ML NAT GRD FIL ST100PK,PK
13640508,13640508PK,10,PH PAPER STRIPS 0.0-14.0 1/PK,PK
13641270,13641270EA,10,PERPHECT BUFFER 4 1/EA,EA
13641271,13641271EA,10,PERPHECT BUFFER 7 1/EA,EA
13641272,13641272EA,10,PERPHECT BUFFER 10 1EA,EA
13641686,13641686EA,5,REF FILLING SOL 4MKCI 2OZ/EA,EA
13641755,13641755EA,5,FILLING SOL 3M CK1 60ML   1EA,EA
13641823,13641823EA,5,IODIDE REAGENT 2OZ BOTTLE 1,EA
1366418D,1366418DPK,4,PIPET SHORTIE DISP 25ML 100/PK,PK
136667D,136667DPK,6,PIPET SER GL ST 5ML IND 120PK,PK
136667E,136667EPK,6,PIPET SER STER IW 10ML 100/PK,PK
136667F,136667FPK,4,PIPET 1ML 200PK,PK
136682,136682PK,4,PIPET SERO DISP 25ML 50/PK,PK
1367441D,1367441DPK,4,PIPT 10ML PL DIS ST PLG 50/PK,PK
1367441E,1367441EPK,4,PIPT 25ML PL DIS ST PLG 50/PK,PK
1367510CC,1367510CCPK,4,PIPET ASPIRATING N/PLUG 50/PK,PK
1367510EE,1367510EEPK,10,PIP SERO DISP 201 25ML 20/PK,PK
1367515B,1367515BPK,10,PIPET SERO 1X1/100ML 100/PK,PK
1367516,1367516PK,4,PIPET ASPRATNG INDV 2ML 50/PK,PK
1367517,1367517PK,10,PIPET 2X1/100 IND WRAP 100/PK,PK
1367518,1367518PK,20,SEROL PIPET 10ML 25/PK,PK
1367520,1367520PK,4,PIPET SEROLOGICAL 10ML 50/PK,PK
1367521,1367521PK,20,PIPET SEROL 5 X 1/10ML 25/PK,PK
1367522,1367522PK,4,PIPET SEROL 5ML X 1/10 50PK,PK
1367527,1367527PK,4,PIPET SERO 50ML INDIV 25/PK,PK
1367530,1367530PK,4,PIPT SEROL 25ML STR IND 50/PK,PK
1367547,1367547PK,10,PIPET SER 1X100 2ML 100/PKS,PK
1367548,1367548PK,4,PIPET SER1X10 5ML 50/PKS,PK
1367549,1367549PK,4,PIPET SER1X10 10ML 50/PK,PK
1367550,1367550PK,4,PIPET SER1X4 25ML 50/PK,PK
1367551,1367551PK,4,PIPET SEROLGCL 25ML EXT 50/PK,PK
1367552,1367552PK,4,PIPET SEROLOGICAL 50ML 25/PK,PK
1367573,1367573PK,10,SEROL PIPET IND PKG 100ML 5PK,PK
1367610B,1367610BPK,20,PIPET STER 1ML 0.01GRAD 50/PK,PK
1367610C,1367610CPK,10,PIPET STER 5ML 0.1GRAD 50/PK,PK
1367610F,1367610FPK,10,PIPET STER 10ML 0.1GRAD 50/PK,PK
1367610G,1367610GPK,10,PIPET STER 1ML 0.01 GRAD 100/K,PK
1367610H,1367610HPK,4,PIPET STER 5ML 0.1GRAD 50/PK,PK
1367610J,1367610JPK,4,PIPET STER 10ML 0.1GRAD 50/PK,PK
1367610K,1367610KPK,8,PIPET STER 25ML 0.2GRAD 25/PK,PK
1367610M,1367610MPK,8,PIPET STER 25ML 0.2GRAD 25/PK,PK
1367610Q,1367610QPK,4,PIPET STER 50ML 0.5GRAD 25/PK,PK
1367610R,1367610RPK,4,PIPET STER 50ML 0.5GRAD 25/PK,PK
1367633D,1367633DPK,4,PIP SER ST 5X1/5ML 240/PK,PK
13678000,13678000PK,10,PIPETTE 100ML PPW PS S 10/PK,PK
1367811,1367811PK,8,PIPET SER STL 25ML 25/PK,PK
1367811B,1367811BPK,20,PIPET STER 1ML 0.01GRAD 50/PK,PK
1367811C,1367811CPK,10,PIPET SER STL 50/PK,PK
1367811D,1367811DPK,4,PIPET SER STL 5ML 50/PK,PK
1367811E,1367811EPK,4,PIPET SER STL 10ML 50/PK,PK
1367811F,1367811FPK,4,PIPET SER STL 50ML 25/PK,PK
1367812B,1367812BPK,20,PIPET STER 1ML 0.01GRAD 50/PK,PK
1367812C,1367812CPK,10,PIPET STER 2ML 0.01GRAD 50/PK,PK
1367812D,1367812DPK,10,PIPET STER 5ML 0.1GRAD 50/PK,PK
1367812E,1367812EPK,10,PIPET STER 10ML 0.1GRAD 50/PK,PK
1367814A,1367814APK,10,PIPET STER 10ML 0.1GRAD 50/PK,PK
1367814B,1367814BPK,8,PIPET STER 25ML 0.2GRAD 25/PK,PK
1367818A,1367818APK,4,PIPET MICRO CAP 10UL 250/PK,PK
1367820A,1367820APK,5,PIPET DISP 5 3/4 IN 144/PK,PK
1367820B,1367820BPK,4,PIPET DISP 5 3/4 IN 360/PK,PK
1367820C,1367820CPK,5,PIPET DISP 9 IN 144/PK,PK
1367820D,1367820DPK,4,PIPET DISP 9IN 360PK,PK
1367825A,1367825APK,4,PIPET STL 1X1 10ML 250PK,PK
1367825B,1367825BPK,4,PIPET STL 1X1/10ML 250/PK,PK
1367825D,1367825DPK,2,PIPET STL 5X1/10ML 250/PK,PK
1367825E,1367825EP,2,PIPET STL 10X1/10ML 250PK,PK
1367825E,1367825EPK,50,PIPET STL 10X1/10ML 10/PK,PK
1367826D,1367826DPK,10,PIPET STL 10X1/10ML 50/PK,PK
1367827D,1367827DPK,4,PIPET STL 2X1/100ML 125/PK,PK
1367827E,1367827EPK,5,PIPET STL 5X1/10ML 100/PK,PK
1367827F,1367827FPK,5,PIPET STL 10X1/10ML 100/PK,PK
1367831E,1367831EPK,4,PIPET N-ST 1X1/10ML 250/PK,PK
1367831F,1367831FPK,4,PIPET N-STL 1X1/100ML 250/PK,PK
1367831G,1367831GPK,2,PIPET N-STL 2X1/100ML 250PK,PK
1367831H,1367831HPK,5,PIPET N-STL 5X1/10ML 100/PK,PK
1367831J,1367831JPK,5,PIPET N-STL 10X1/10ML 100/PK,PK
1367835A,1367835APK,2,PIPET MULT 5ML WIDE TIP 200/PK,PK
1367835B,1367835BPK,2,PIPET MULT 10ML WID TIP 200/PK,PK
1367836B,1367836BPK,2,PIPET SHORTY 5ML IND 100/PK,PK
13678603,13678603EA,6,FUNNEL SEPARATORY SQUIBB,EA
13678604,13678604EA,6,FUNNEL SEPARATORY SQUIBB,EA
13678605,13678605EA,6,FUNNEL SEPARATORY SQUIBB,EA
13678606,13678606EA,4,FUNNEL SEPARATORY SQUIBB,EA
136788C,136788CPK,5,PIPETTE PASTEUR 146MM 200PK,PK
1368059,1368059PK,12,TCFLSK 75CM2PLUGSEALCANTD 5PK,PK
1368065,1368065PK,12,TCFLSK 75CM2 VENTD CANTD 5PK,PK
1368118E,1368118EEA,50,REPLACE FILTERS 1/EA,EA
13681500,13681500PK,10,PIPET BASIN NS PVC 50ML 10/PK,PK
13681500,13681500EA,100,PIPET BASIN NS PVC 50ML 1/EA,EA
13681501,13681501EA,80,PIPET BASIN STRL PS 50ML,EA
13681502,13681502PK,40,PIPET BASIN STR PS 50ML 5/PK,PK
13681508,13681508EA,50,REAGENT RESERVOIR 25ML ST IND,EA
13681509,13681509PK,10,PIPET BASINS 25ML BULK ST 10PK,PK
13681599,13681599PK,5,PROTIP 10UL FILTER TIPS 960PK,PK
13681601,13681601PK,10,PROTIP 1000UL FLTR TIPS 480PK,PK
13683703,13683703PK,4,ADVANCED 1ML STNDRD 25PK,PK
13683704,13683704PK,4,COMBITPS ADV 2.5ML STNDRD 25PK,PK
13683705,13683705PK,4,CBT. ADVANCED 5ML STAND / 25PK,PK
13683706,13683706PK,4,CBT ADVANCED 10ML STNDRD 25/PK,PK
13683707,13683707PK,4,CBT. ADVANCD 25ML STNDRD 25/PK,PK
13683708,13683708PK,4,CBT. ADVNCD 50ML STANDRD 25/PK,PK
13683716,13683716PK,4,CBT ADVANCED 25ML STERILE 25PK,PK
13683717,13683717PK,4,CBT ADVANCED 50ML STERILE 25/P,PK
13683725,13683725PK,4,CBT ADVANCED 25ML BIOPUR 25/PK,PK
13683726,13683726PK,4,CBT.ADVANCED 50ML BIOPUR 25/PK,PK
13683740,13683740PK,4,COMBITIPS ADV5 0 ML PCR 25PK,PK
13683741,13683741PK,4,COMBITIPS ADV 10 0 ML PCR 25PK,PK
13683742,13683742PK,4,COMBITIPSADVANCD 25ML PCR25PK,PK
13683743,13683743PK,4,COMBITIPSADVANCD 50ML PCR25PK,PK
13690085,13690085PK,20,CONICAL TUBES 50ML ST 25PK,PK
