Parent,Child,Conversion,Child Vendor Name,Child Description,Parent Description,Child QSU,Child SU,Parent QSU,Parent SU
MT10051CI,MT10051CIEA,6,MEDIATECH INC,MCCOYS 5A W/GLNHPS 1EA,MCCOYS 5A W/GLNHPS 6X100 6/CS,00001,EA,00006,CS
MT10070CV,MT10070CVEA,6,MEDIATECH INC,HAM S F10 W/GLN 1EA,HAMS F10 W/GLN 6X500ML 6/CS,00001,EA,00006,CS
MT10080CM,MT10080CMEA,6,MEDIATECH INC,HAM F12 W/GLN 1EA,HAM F12 W/GLN 6X1L 6/CS,00001,EA,00006,CS
MT10080CV,MT10080CVEA,6,MEDIATECH INC,HAMS F12 W/GLN 500ML,HAMS F12 W/GLN 6X500ML 6/CS,00001,EA,00006,CS
MT10090CM,MT10090CMEA,6,MEDIATECH INC,DMEM AND HAM F-12 1L,MT10090CMEAM F-12 1L 6/CSDMEM,00001,EA,00006,CS
MT10090CV,MT10090CVEA,6,MEDIATECH INC,DMEM/F-12 W/GLUT 6X500ML 1/EA,DMEM/F-12 W/GLUT 6X500ML 6/CS,00001,EA,00006,CS
MT10092CM,MT10092CMEA,6,MEDIATECH INC,DMEM/F12 5050 W/GLN 1/EA,DMEM/F12 5050 W/GLN 6/CS,00001,EA,00006,CS
MT10092CV,MT10092CVEA,6,MEDIATECH INC,DMEM/F12 W/GLNHEPES 6X500 1/EA,DMEM/F12 W/GLNHEPES 6X500 6/CS,00001,EA,00006,CS
MT10101CV,MT10101CVEA,6,MEDIATECH INC,DMEM W GLUTAGRO SUPPLEMNT 1EA,DMEM W GLUTAGRO SUPPLEMNT 6CS,00001,EA,00006,CS
MT10102CV,MT10102CVEA,6,MEDIATECH INC,DMEM W GLUTAGRO SUPPLEMNT 1EA,DMEM W GLUTAGRO SUPPLEMNT 6CS,00001,EA,00006,CS
MT10103CV,MT10103CVEA,6,MEDIATECH INC,DMEMF12 W GLUTAGRO SUPPLE 1EA,DMEMF12 W GLUTAGRO SUPPLE 6CS,00001,EA,00006,CS
MT10104CV,MT10104CVEA,6,MEDIATECH INC,RPMI 1640 GLUTAGRO SUPLMNT 1EA,RPMI 1640 GLUTAGRO SUPLMNT 6CS,00001,EA,00006,CS
MT13100CV,MT13100CVEA,6,MEDIATECH INC,HINKS TNM-FH W/GLN 1EA,HINKS TNM-FH W/GLN 6X500 6/CS,00001,EA,00006,CS
MT13200CV,MT13200CVEA,6,MEDIATECH INC,GRACES MDUM W/GLN 1EA,GRACES MDUM W/GLN 6X500 6/CS,00001,EA,00006,CS
MT13901CI,MT13901CIEA,6,MEDIATECH INC,PLURONIC F68 100ML 1/EA,POLOXMAER 188 6/CS,00001,EA,00006,CS
MT15010CM,MT15010CMEA,6,MEDIATECH INC,EMEM W/OGLN 1EA,EMEM W/OGLN 6X1L 6/CS,00001,EA,00006,CS
MT15010CV,MT15010CVEA,6,MEDIATECH INC,EMEM 1X W/O GLN  1EA,EMEM 1X W/O GLN 6X500ML 6/CS,00001,EA,00006,CS
MT15012CV,MT15012CVEA,6,MEDIATECH INC,AMM W/ES W/O GLN NA 500ML 1EA,AMM W/ES W/O GLN NA 6X500 6/CS,00001,EA,00006,CS
MT15013CM,MT15013CMEA,6,MEDIATECH INC,DMM W/HIG PYR W/OGLN 6X1L,DMM W/HIG PYR W/OGLN 6X1L 6/CS,00001,EA,00006,CS
MT15013CV,MT15013CVEA,6,MEDIATECH INC,DMM WHIG PYR W/OGLN 6X500 1EA,DMM WHIG PYR W/OGLN 6X500 6/CS,00001,EA,00006,CS
MT15015CV,MT15015CVEA,6,MEDIATECH INC,SMM 1X W/OGLN CA MG  1EA,SMM 1X W/OGLN CA MG 6X500 6/CS,00001,EA,00006,CS
MT15016CV,MT15016CVEA,6,MEDIATECH INC,DMEM W/O GLN W/HEPES 1EA,DMEM W/O GLN W/HEPES 6/CS,00001,EA,00006,CS
MT15017CV,MT15017CVEA,6,MEDIATECH INC,DMM WHIGL WOGLN PYR 500 1EA,DMM WHIGL WOGLN PYR 6X500 6/CS,00001,EA,00006,CS
MT15018CV,MT15018CVEA,6,MEDIATECH INC,DMM WPYR HEPES WOGLN 1EA,DMM WPYR HEPES WOGLN6X500 6/CS,00001,EA,00006,CS
MT15040CM,MT15040CMEA,6,MEDIATECH INC,RPMI1640 W/OGLN 1EA,RPMI1640 W/OGLN 6X1L 6/CS,00001,EA,00006,CS
MT15040CV,MT15040CVEA,6,MEDIATECH INC,RPMI1640 W/OGLN 500ML 1EA,RPMI1640 W/OGLN 6X500ML 6/CS,00001,EA,00006,CS
MT15041CV,MT15041CVEA,6,MEDIATECH INC,RPMI1640WHPS WPGLN 1EA,RPMI1640WHPS WPGLN 6X500 6/CS,00001,EA,00006,CS
MT15090CM,MT15090CMEA,6,MEDIATECH INC,DMEM/F12 W/O GLN 1EA,DMEM/F12 W/O GLN 6X1L/CS,00001,EA,00006,CS
MT17105CV,MT17105CVEA,6,MEDIATECH INC,RPMI W/O GLN PR1EA,RPMI W/O GLN PR 6X500ML 6/CS,00001,EA,00006,CS
MT17205CV,MT17205CVEA,6,MEDIATECH INC,DMEM WPYR WOGLN PR 6X500 1EA,DMEM WPYR WOGLN PR 6X500 6/CS,00001,EA,00006,CS
MT17207CV,MT17207CVEA,6,MEDIATECH INC,DMEM WITHOUT GLUCOSE,DMEM WITHOUT GLUCOSE 6CS,00001,EA,00006,CS
MT17305CV,MT17305CVEA,6,MEDIATECH INC,EMEM 1X W/O GLN PR 6X500 1/PK,EMEM 1X W/O GLN PR 6X500 6/CS,00001,EA,00006,CS
MT20021CV,MT20021CVEA,6,MEDIATECH INC,HNKS BSS10XW/OB CAMG 1EA,HNKS BSS10XW/OB CAMG6X500 6/CS,00001,EA,00006,CS
MT20030CV,MT20030CVEA,6,MEDIATECH INC,DPBS 10X SOLN 6X500ML 1EA,DPBS 10X SOLN 6X500ML 6/CS,00001,EA,00006,CS
MT20031CV,MT20031CVEA,6,MEDIATECH INC,DPBS 10X W/O CA MG 1EA,DPBS 10X W/O CA MG 6X500 6/CS,00001,EA,00006,CS
MT21020CM,MT21020CMEA,6,MEDIATECH INC,HANKS BSS 1XSOLN 1EA,HANKS BSS 1XSOLN 6X1L 6/CS,00001,EA,00006,CS
MT21020CV,MT21020CVEA,6,MEDIATECH INC,HANKS BSS 1X 500ML,HANKS BSS 1X 6X500ML 6/CS,00001,EA,00006,CS
MT21021CM,MT21021CMEA,6,MEDIATECH INC,HANKS BSS W/OCA MG 1EA,HANKS BSS W/OCA MG 6X1L 6/CS,00001,EA,00006,CS
MT21021CV,MT21021CVEA,6,MEDIATECH INC,HNK BSS1X W/O CA MG 500ML 1EA,HNK BSS1X  C MG 6X500 6/CS,00001,EA,00006,CS
MT21022CM,MT21022CMEA,6,MEDIATECH INC,HANKS BSS W/OCA MG PR 1EA,HANKS BSS W/OCA MG PR 6X1 6/CS,00001,EA,00006,CS
MT21022CV,MT21022CVEA,6,MEDIATECH INC,HANKS BSS W/OCA 1X 6X500 1/EA,HANKS BSS W/OCA 1X 6X500 6/CS,00001,EA,00006,CS
MT21023CV,MT21023CVEA,6,MEDIATECH INC,HANKS BSS 1X W/O PR 1EA,HANKS BSS 1X W/O PR 6X500 6/CS,00001,EA,00006,CS
MT21030CM,MT21030CMEA,6,MEDIATECH INC,DPBS 1XSOLN 1 L 1EA,DPBS 1XSOLN 6X1L 6/CS,00001,EA,00006,CS
MT21030CV,MT21030CVEA,6,MEDIATECH INC,DPBS 1X 500ML,DPBS 1X 6X500ML 6/CS,00001,EA,00006,CS
MT21031CM,MT21031CMEA,6,MEDIATECH INC,DPBS 1X W/O CA MG 6X1L 1/EADP,DPBS 1X W/O CA MG 6X1L 6/CSDP,00001,EA,00006,CS
MT21031CV,MT21031CVEA,6,MEDIATECH INC,DPBS 1XSOLN W/OCA MG 500ML,DPBS 1XSLN W/OCA MG 6X500 6/CS,00001,EA,00006,CS
MT21040CM,MT21040CMEA,6,MEDIATECH INC,PBS 1X W/OCA MG 1EA,PBS 1X W/OCA MG 6X1L 6/CS,00001,EA,00006,CS
MT21040CV,MT21040CVEA,6,MEDIATECH INC,PBS 1X W/O CA NG 500MLPBS 1X,PBS 1X W/O CA MG 6X500 6/CSPB,00001,EA,00006,CS
MT25000CI,MT25000CIEA,6,MEDIATECH INC,SODIUM PYRUVT 100MM 100ML 1EA,SODIUM PYRUVT 100MM 6X100 6/CS,00001,EA,00006,CS
MT25005CI,MT25005CIEA,6,MEDIATECH INC,L-GLUTAMN 200MM SLN 100ML 1EA,L-GLUTMN 200MM  6X100 6/CS,00001,EA,00006,CS
MT25005CV,MT25005CVEA,6,MEDIATECH INC,L-GLUTMN 200MM SOLN 500ML 1EA,L-GLUTMN 200MM SOLN 500ML 6/CS,00001,EA,00006,CS
MT25020CI,MT25020CIEA,6,MEDIATECH INC,MEM VITAMINS 100X 1EA,MEM VITAMINS 100X 6X100 6/CS,00001,EA,00006,CS
MT25025CI,MT25025CIEA,6,MEDIATECH INC,MEM NEAA 100X 6X100ML EA,MEM NEAA 100X 6X100ML 6/CS,00001,EA,00006,CS
MT25035CI,MT25035CIEA,6,MEDIATECH INC,SOD BICARB 7.5 SLN 100ML,SOD BICARB 7.5 SLN 6X100 6/CS,00001,EA,00006,CS
MT25050CI,MT25050CIEA,6,MEDIATECH INC,TRYPSIN . 100ML 1EA,TRYPSN . 1X6X100ML 6/CS,00001,EA,00006,CS
MT25051CI,MT25051CIEA,6,MEDIATECH INC,TRYPSIN EDTA 1X 1/EATRYPSIN E,TRYPSIN EDTA 1X 6/PKTRYPSIN E,00001,EA,00006,CS
MT25052CI,MT25052CIEA,6,MEDIATECH INC,TRYPSIN-EDTA W/OCA MG 100ML,TRYPSN-EDTA CMG 6X100 6/CS,00001,EA,00006,CS
MT25053CI,MT25053CIEA,6,MEDIATECH INC,TRYPSIN/EDTA /100ML,TRYPSIN/EDTA .25.1 6X100 6/CS,00001,EA,00006,CS
MT25055CM,MT25055CMEA,6,MEDIATECH INC,DISTILLED DI WATER 1/EA,USP STERILE WATER 6X1L 6/CS,00001,EA,00006,CS
MT25055CV,MT25055CVEA,6,MEDIATECH INC,DISTILLED DI WATER 500ML 1EA,USP STERILE WATER 6X500 6/CS,00001,EA,00006,CS
MT25056CI,MT25056CIEA,6,MEDIATECH INC,CELL STRIPPER 100ML 1EA,CELL STRIPPER 100ML 6/CS,00001,EA,00006,CS
MT25060CI,MT25060CIEA,6,MEDIATECH INC,HEPES BUFFER 1M SLN 6X100 EA,HEPES BUFFER 1M SLN 6X100 6/CS,00001,EA,00006,CS
MT30001CI,MT30001CIEA,6,MEDIATECH INC,PEN/STREP 5000 SOLN 100ML 1EA,PEN/STREP 5000 SOLN 100ML 6/CS,00001,EA,00006,CS
MT30002CI,MT30002CIEA,6,MEDIATECH INC,PEN STREP 10000 SOLN 100ML,PEN STRP 10000 6X100 6/CS,00001,EA,00006,CS
MT30003CF,MT30003CFEA,6,MEDIATECH INC,AMPHTRCN B 250UG/ML  1EA,AMPHTRCN B 250UG/ML 6X50 6/CS,00001,EA,00006,CS
MT30004CI,MT30004CIEA,6,MEDIATECH INC,ANTIBIOTIC/ANTMYCTC 1EA,ANTIBIOTIC/ANTMYCTC 6X100 6/CS,00001,EA,00006,CS
MT30009CI,MT30009CIEA,6,MEDIATECH INC,PENICILLIN-STRPTMYCN-GLTMN 1EA,PENICILLIN-STRPTMYCN-GLTMN 6CS,00001,EA,00006,CS
MT40101CV,MT40101CVEA,6,MEDIATECH INC,COMPLET SFM WGLN  1EA,COMPLET SFM WGLN 6X500ML 6/CS,00001,EA,00006,CS
MT40102CV,MT40102CVEA,6,MEDIATECH INC,CMPLTSFMW/GLN W/OPR  1EA,CMPLTSFMW/GLN W/OPR 6X500 6/CS,00001,EA,00006,CS
MT40300CV,MT40300CVEA,6,MEDIATECH INC,TRANSFECTAGRO RED SERUM LM 1EA,TRANSFECTAGRO RED SERUM LM 6CS,00001,EA,00006,CS
MT46000CI,MT46000CIEA,6,MEDIATECH INC,MOL GRADE WATER 100ML 1EA,MOL GRADE WATER 100ML 6CS,00001,EA,00006,CS
MT46000CM,MT46000CMEA,6,MEDIATECH INC,MOLECULAR GRADE WATER 1L,MOLECULAR GRADE WATER 1L 6/CS,00001,EA,00006,CS
MT46000CV,MT46000CVEA,6,MEDIATECH INC,MOLECULAR BIO GR WATER 1L,MOLECULAR BIO GRADE WATER 6CS,00001,EA,00006,CS
MT46009CM,MT46009CMEA,6,MEDIATECH INC,1X TRIS EDTA TE BUFFER 1/EA,1X TRIS EDTA TE BUFFER 6/CS,00001,EA,00006,CS
MT46010CM,MT46010CMEA,6,MEDIATECH INC,10X TRIS-ACETATE EDTA 1L 1/EA,10X TRIS-ACETATE EDTA 6X1L 6CS,00001,EA,00006,CS
MT46011CM,MT46011CMEA,6,MEDIATECH INC,10X TRIS-BORATE-EDTA 6X1L,10X TRIS-BORATE-EDTA 6X1L 6/CS,00001,EA,00006,CS
MT46012CM,MT46012CMEA,6,MEDIATECH INC,10X TRIS BUFFERED SALINE 1/EA,10X TRIS BUFFERED SALINE 6/CS,00001,EA,00006,CS
MT46013CM,MT46013CMEA,6,MEDIATECH INC,10X PBS BUFFERD SALN 1L 1EA,10X PBS BUFFERD SALN 1L 6CS,00001,EA,00006,CS
MT46020CM,MT46020CMEA,6,MEDIATECH INC,20X SSC BUFFER 1L,20X SSC BUFFER 1L 6/CS,00001,EA,00006,CS
MT46030CM,MT46030CMEA,6,MEDIATECH INC,1M TRIS HCI PH 7.5 6X1L 1/EA,1M TRIS HCI PH 7.5 6X1L 6/CS,00001,EA,00006,CS
MT46031CM,MT46031CMEA,6,MEDIATECH INC,1M TRIS HCI PH 8.0 6X1L 1/EA,1M TRIS HCI PH 8.0 6X1L 6/CS,00001,EA,00006,CS
MT46032CV,MT46032CVEA,6,MEDIATECH INC,5M NACL 500ML1/EA,5M NACL 6X500ML/CS,00001,EA,00006,CS
MT46050CM,MT46050CMEA,6,MEDIATECH INC,LB BROTH 1L 1EA,LB BROTH 1LX6/CS,00001,EA,00006,CS
PBV1000,PBV1000EA,6,THERMO SCI CELL CULT PLASTICS,STRL PC PLAIN VNT 1000 ML,STRL PC PLAIN VNT 1000 ML CS06,00001,EA,00006,CS
PI66830,PI66830EA,6,THERMO SCI MOLECULAR BIO (FERM),SLIDE-A-LYZER 10K 12-30 ML 1EA,SLIDE-A-LYZER 10K 12-30 ML 6PK,00001,EA,00006,PK
SH30022FS,SH30022FSEA,6,GLOBAL LIFE SCIENCES SOLUTIONS USA LLC,DMEM/HI GLUC W LGLUT 500ML 1EA,DMEM/HI GLUC W LGLUT 500ML 6PK,00001,EA,00006,PK
SH30026FS,SH30026FSEA,6,GLOBAL LIFE SCIENCES SOLUTIONS USA LLC,HAM S F12 W L-GLUT 500ML 6PK,HAM S F12 W L-GLUT 500ML 6PK,00001,EA,00006,PK
SH30027FS,SH30027FSEA,6,GLOBAL LIFE SCIENCES SOLUTIONS USA LLC,RPMI 1640 W L-GLUT 500ML 6PK,RPMI 1640 W L-GLUT 500ML 6PK,00001,EA,00006,PK
SH30028FS,SH30028FSEA,6,GLOBAL LIFE SCIENCES SOLUTIONS USA LLC,DPBS 1X WO CA MG PR 500ML 1EA,DPBS 1X WO CA MG PR 500ML 6PK,00001,EA,00006,PK
SH30096FS,SH30096FSEA,6,GLOBAL LIFE SCIENCES SOLUTIONS USA LLC,RPMI 1640 WO L-GLUT 500ML 6PK,RPMI 1640 WO L-GLUT 500ML 6PK,00001,EA,00006,PK
SH30228FS,SH30228FSEA,6,GLOBAL LIFE SCIENCES SOLUTIONS USA LLC,IMDM MOD W LGLUT HPS 500ML 1EA,IMDM MOD W LGLUT HPS 500ML 6PK,00001,EA,00006,PK
SH30256FS,SH30256FSEA,6,GLOBAL LIFE SCIENCES SOLUTIONS USA LLC,PBS W/O CA MG 500ML 1EA,PBS W/O CA MG 500ML 6/PK,00001,EA,00006,PK
WIRUSP1X6,WIRUSP1X6EA,6,GLOBAL LIFE SCIENCES SOLUTIONS USA LLC,WATER FOR IRRIGATION USP 1EA,WATER FOR IRRIGATION USP,00001,EA,00006,CS
01213108,01213108PK,5,CORNING LIFE SCIENCES PLASTIC,1536W COC WHITE PLATE BC 10/PK,1536W COC WHITE PLATE BC,00010,PK,00050,CS
02913109,02913109PK,5,QORPAK,CAP 15MM GRN UR F217PTFE 100PK,CAP 15MM GRN UR F217PTFE 500CS,00100,PK,00500,CS
02925100,02925100PK,5,THERMO SCI ROCHESTER,PTG BTL LND CLSR 5ML STR 20/PK,PTG BTL LND CLSR 5ML STR 100CS,00020,PK,00100,CS
02925101,02925101PK,5,THERMO SCI ROCHESTER,PTG BTL LND CLSR10ML STR 20PK,PTG BTL LND CLSR10ML STR 100CS,00020,PK,00100,CS
02927120,02927120PK,5,DWK LIFE SCIENCES LLC,22-400 OPTP PP W/TFE SL  100PK,22-400 OPTP PP W/TFE SL 500CS,00100,PK,00500,CS
02927122,02927122PK,5,DWK LIFE SCIENCES LLC,24-400 OPTP PP W/TFE SL 100/PK,24-400 OPTP PP W/TFE SL 500CS,00100,PK,00500,CS
0333714,0333714PK,5,DWK LIFE SCIENCES LLC,SCINTILLATN VIAL 20ML 100/PK,SCINTILLATN VIAL 20ML 500/CS,00100,PK,00500,CS
0333715,0333715PK,5,DWK LIFE SCIENCES LLC,VIAL SCINT 20ML GLASS 100/PK,VIAL SCINT 20ML GLASS 500/CS,00100,PK,00500,CS
0333723B,0333723BPK,5,DWK LIFE SCIENCES LLC,VIAL SCIN 20ML PE UNCP 100/PK,VIAL SCIN 20ML PE UNCP 500/CS,00100,PK,00500,CS
0333723C,0333723CPK,5,DWK LIFE SCIENCES LLC,VIAL SCIN 20ML PE W/CL 100PK,VIAL SCIN 20ML PE W/CL 500/CS,00100,PK,00500,CS
0333726,0333726PK,5,DWK LIFE SCIENCES LLC,VIAL SCIN 7ML GL SC 200/PK,VL SCINT 7ML SLVNT SVR 1000/CS,00200,PK,01000,CS
033374,033374PK,5,DWK LIFE SCIENCES LLC,VIAL SCINT 20ML GL/P 100/PK,VIAL SCINT 20ML GL/P 500/CS,00100,PK,00500,CS
033375,033375PK,5,DWK LIFE SCIENCES LLC,VIAL SCINT 20ML GL/M 100/PK,VIAL SCINT 20ML GL/M 500/CS,00100,PK,00500,CS
0333752,0333752PK,5,DWK LIFE SCIENCES LLC,GLS FLAT BTM INST .35M 200PK,GLS FLAT BTM INST .35M 1000/CS,00200,PK,01000,CS
033377,033377PK,5,DWK LIFE SCIENCES LLC,VIAL SCINT 20ML GL 2/C 100/PK,VIAL SCINT 20ML GL 2/C 500/CS,00100,PK,00500,CS
03340028,03340028PK,5,DWK LIFE SCIENCES LLC,VIAL SCINTILLATION KIMAX 100PK,VIAL SCINTILLATION KIMAX CS500,00100,PK,00500,CS
03340128,03340128PK,5,DWK LIFE SCIENCES LLC,VL SCINT 7ML SLVNT SVR  200/PK,VL SCINT 7ML SLVNT SVR 1000/CS,00200,PK,01000,CS
0334025N,0334025NPK,5,DWK LIFE SCIENCES LLC,VIAL SCINT 20ML GLASS 100PK,VIAL SCINT 20ML GLASS 500/CS,00100,PK,00500,CS
0334025P,0334025PPK,5,DWK LIFE SCIENCES LLC,VIAL SCINT 20ML GLASS 100/PK,VIAL SCINT 20ML GLASS 500/CS,00100,PK,00500,CS
03340321,03340321PK,5,DWK LIFE SCIENCES LLC,ALUM SEAL TEROFF20MM BLU200/PK,ALUM SEAL TEROFF 20MM BLU M/CS,00200,PK,01000,CS
033404A,033404APK,5,DWK LIFE SCIENCES LLC,SCINTILLATN VIAL 7ML 200/PK,SCINTILLATN VIAL 7ML 1000/CS,00200,PK,01000,CS
033404E,033404EPK,5,DWK LIFE SCIENCES LLC,SCINTILLATN VIAL 20ML 100/PK,SCINTILLATN VIAL 20ML 500/CS,00100,PK,00500,CS
0334125C,0334125CPK,5,DWK LIFE SCIENCES LLC,VIAL SCINT 20ML GLASS 100/PK,VIAL SCINT 20ML GLASS 500/CS,00100,PK,00500,CS
0334125E,0334125EPK,5,DWK LIFE SCIENCES LLC,VIAL SCINT 20ML GLASS 100/PK,VIAL SCINT 20ML GLASS 500/CS,00100,PK,00500,CS
0334125J,0334125JPK,5,DWK LIFE SCIENCES LLC,VIAL SCIN 20ML UR/PL 100/PK,VIAL SCIN 20ML UR/PL 500/CS,00100,PK,00500,CS
0334125L,0334125LPK,5,DWK LIFE SCIENCES LLC,VIAL SCINT 20ML GLASS 100PK,VIAL SCINT 20ML GLASS 500/CS,00100,PK,00500,CS
0334172,0334172PK,5,DWK LIFE SCIENCES LLC,VIAL SCINT 20ML HDPE 100/PK,VIAL SCINT 20ML HDPE 500/CS,00100,PK,00500,CS
0334172A,0334172APK,5,DWK LIFE SCIENCES LLC,VIAL SCINT 20ML HDPE 100/PK,VIAL SCINT 20ML HDPE 500/CS,00100,PK,00500,CS
0334172E,0334172EPK,5,DWK LIFE SCIENCES LLC,VIAL SCINT 20ML HDPE 100/PK,VIAL SCINT 20ML HDPE 500/CS,00100,PK,00500,CS
0334173D,0334173DPK,5,DWK LIFE SCIENCES LLC,VIAL SCINT 20ML PET 100/PK,VIAL SCINT 20ML PET 500/CS,00100,PK,00500,CS
03391550,03391550EA,5,COLE PARMER OAKTON ELECTROCHEM,81-PLFREEZER BOX-ASSORTED 1/EA,81-PLFREEZER BOX-ASSORTED 5/PK,00001,EA,00005,PK
03406105,03406105EA,5,DYNALON PRODUCTS,WASH BTL ML ACETONE 500ML 1EA,WASH BTL ML ACETONE 500ML 5/PK,00001,EA,00005,PK
03406106,03406106EA,5,DYNALON PRODUCTS,WASH BTL ML ETHANOL 500ML 1EA,WASH BTL ML ETHANOL 500ML 5/PK,00001,EA,00005,PK
03406107,03406107EA,5,DYNALON PRODUCTS,WASH BTL ML IPA 500ML 1EA,WASH BTL ML IPA 500ML 5/PK,00001,EA,00005,PK
03406108,03406108EA,5,DYNALON PRODUCTS,WASH BTL ML MEOH 500ML 1EA,WASH BTL ML MEOH 500ML 5/PK,00001,EA,00005,PK
0344817,0344817EA,5,HEATHROW SCIENTIFIC LLC,FOUR-WY MCRTB RCKS ASSRT 1/EA,FOUR-WY MCRTB RCKS ASSRT 5/PK,00001,EA,00005,PK
0540343,0540343PK,5,EPPENDORF NORTH AMERICA BIOTOOLS,EPTIPS RELOADS 1000UL 192PK,EPTIPS RELOADS 1000UL 960CS,00192,PK,00960,CS
0540345,0540345PK,5,EPPENDORF NORTH AMERICA BIOTOOLS,EPTPS RLD .5-2.5ML 10TRY 96/PK,EPTPS RLD.25-2.5ML 10TRY 480CS,00096,PK,00480,CS
0540362,0540362PK,5,EPPENDORF NORTH AMERICA BIOTOOLS,EPTPS BLK 0.1-5ML 500TP 100/PK,EPTPS BLK 0.1-5ML 500TP 500/CS,00100,PK,00500,CS
05413999,05413999EA,5,EPPENDORF NORTH AMERICA BIOTOOLS,EPTPS RK G . 1-5ML EPQUA 24/EA,EPTPS RK G .1-5ML EPQUA 120,24,EA,120,PK
05414001,05414001EA,5,EPPENDORF NORTH AMERICA BIOTOOLS,EPTPS RK G .5-10ML EPQUA 24/EA,EPTPS RK G .5-10ML EPQUA 120,24,EA,120,PK
055513,055513PK,5,CAPLUGS (EVERGREEN),DILUTION VIAL TRAY 50/PK,DILUTION VIAL  TRAY PK 5X50,00050,PK,00250,CS
07000257,07000257PK,5,GREINER BIO ONE BIOSCIENCES NORTH AMER,CRYO.S 2ML ID ST SS EXT C 100P,CRYO.S 2ML ID ST SS EXT C 500C,00100,PK,00500,CS
07000271,07000271PK,5,GREINER BIO ONE BIOSCIENCES NORTH AMER,CRYO.S2ML  ID INT NAT CL 100P,CRYO.S2ML  ID INT NAT CL 500C,00100,PK,00500,CS
07200309,07200309PK,5,CORNING LIFE SCIENCES PLASTIC,PLT A12 FB TCT ST PS WH 20/PK,PLT A12 FB TCT ST PS WH 100/CS,00020,PK,00100,CS
07200588,07200588PK,5,CORNING LIFE SCIENCES PLASTIC,PLT 96WL BLK CLR TRT STR 20PK,PLT 96WL BLK CLR TRT ST 100/CS,00020,PK,00100,CS
07200627,07200627PK,5,CORNING LIFE SCIENCES PLASTIC,PLT 96-WL SLD BL W/LD STR 20PK,PLT 96-WL SLD BL W/LD STR C/CS,00020,PK,00100,CS
07200628,07200628PK,5,CORNING LIFE SCIENCES PLASTIC,PLT 96-WL SLD WH W/LD STR 20PK,PLT 96-WL SLD WH W/LD STR C/CS,00020,PK,00100,CS
07200644,07200644PK,5,CORNING LIFE SCIENCES PLASTIC,PLT 384-WL CLR LID TC/S 20/PK,PLT 384-WL CLR LID TC/S 100/CS,00020,PK,00100,CS
07200656,07200656PK,5,CORNING LIFE SCIENCES PLASTIC,PLT MICR 96-WL RND STYR 20/PK,96WL FBTM PLT LID NT ST 100/CS,00020,PK,00100,CS
07200700,07200700PK,5,CORNING LIFE SCIENCES PLASTIC,ASSAY BLOCK 2ML STR 96WL 5/PK,ASSAY BLOCK 2ML STR 96WL 25/CS,00005,PK,00025,CS
07200706,07200706PK,5,CORNING LIFE SCIENCES PLASTIC,96WL FB CNR NCH PLT LID 20/PK,96WL FB CNR NCH PLT LID 100/CS,00020,PK,00100,CS
07200723,07200723PK,5,CORNING LIFE SCIENCES PLASTIC,0.5ML ASSAY BLOCK STERILE 10PK,0.5ML ASSAY BLOCK STERILE 50CS,00010,PK,00050,CS
07200760,07200760PK,5,CORNING LIFE SCIENCES PLASTIC,96W1ASSAY PLTPS RNDW/LID 20/PK,96W1ASSAY PLTPS RNDW/LID100CS,00020,PK,00100,CS
07201015,07201015PK,5,CORNING LIFE SCIENCES PLASTIC,PLTASSAY384WLCORNING R CEL20PK,PLT ASSAY 384WL CORNING R CEL,00020,PK,00100,CS
07201215,07201215PK,5,CORNING LIFE SCIENCES PLASTIC,96 WELL FL SKT PCR CLR 10/PK,96 WELL FL SKT PCR CLR 50/CS,00010,PK,00050,CS
0720124,0720124PK,5,CORNING LIFE SCIENCES PLASTIC,ASSAY PLATE 384WL 10/PK,ASSAY PLATE 384WL 50/CS,00010,PK,00050,CS
07201320,07201320PK,5,CORNING LIFE SCIENCES PLASTIC,PLT 384W WT TCT STER LID 10/PK,PLT 384W WT TCT STER LID 50/CS,00010,PK,00050,CS
07201883,07201883PK,5,CORNING LIFE SCIENCES PLASTIC,MICROPLATE SEALING TAPE 100PK,MICROPLATE SEALING TAPE NS 500,00100,PK,00500,CS
08732120,08732120PK,5,THERMO FISHER SCIENTIFIC (CHINA) CO LTD,DISPOSABLE BEAKER 20ML 100/PK,DISPOSABLE BEAKER 20ML 500/PK,00100,PK,00500,PK
08732122,08732122PK,5,THERMO FISHER SCIENTIFIC (CHINA) CO LTD,DISPOSABLE BEAKER 50ML 100PK,DISPOSABLE BEAKER 50ML 500/PK,00100,PK,00500,PK
08774330,08774330EA,5,CORNING LIFE SCIENCES PLASTIC,BCT COL I T175 VNT CP FLS 1EA,BCT COL I T175 VNT CP FLS 5/CS,00001,EA,00005,CS
0935768,0935768EA,5,THERMO SCI ASHEVILLE,PH10 BUFFER 1X60ML,PH10 BUFFER 5X60ML 5/PK,00001,EA,00005,PK
0935769,0935769EA,5,THERMO SCI ASHEVILLE,PH4 BUFFER 1X60ML,PH4 BUFFER 5X60ML 5/PK,00001,EA,00005,PK
09740117,09740117PK,5,THERMO SCI ROCHESTER,SYRNG FLTR NYL 0.2UM 25MM100PK,SYRNG FLTR NYL 0.2UM 25MM500CS,00100,PK,00500,CS
09740118,09740118PK,5,THERMO SCI ROCHESTER,SYRINGE FLTR NYL 0.45UM 25MM,SYRINGE FLTR NYL 0.45UM 25MM,00100,PK,00500,CS
