Parent,Child,CONVERSION RATE,Parent Description,Child Description,Parent QSU,Child QSU,Parent SU,Child SU
07202004,07202004PK,20,VNTFLSK75CM CLLBND LEAD 100/CS,VNTFLSK75CM CLLBND LEAD 5/PK,00100,00005,CS,PK
0992316A,0992316APK,4,BOTTLE MEDIA SQUAR 125ML 96/CS,BOTTLE MEDIA SQUAR 125ML 24/PK,00096,00024,CS,PK
0992316B,0992316BPK,2,BOTTLE MEDIA SQUAR 500ML 40/CS,BOTTLE MEDIA SQUAR 500ML 20/PK,00040,00020,CS,PK
0992316C,0992316CPK,2,BOTTLE MEDIA SQ 1000ML 24/CS,BOTTLE MEDIA SQ 1000ML 12/PK,00024,00012,CS,PK
19047730,19047730PK,10,G3 STRL GLV SZ6 300PR/CS,G3 STRL GLV SZ6 30PR/PK,00300,00030,CS,PK
19047737,19047737PK,10,G3 STRL GLV SZ9 300PR/CS,G3 STRL GLV SZ9 30PR/PK,00300,00030,CS,PK
19047738,19047738PK,10,G3 STRL GLV SZ10 300PR/CS,G3 STRL GLV SZ10 30PR/PK,00300,00030,CS,PK
191302379,191302379PK,4.75,WIPER 9.1X16.8IN 380/CS,WIPER 9.1X16.8IN 80/PK,00380,00080,CS,PK
191303722,191303722EA,4,STRL IPA 1GAL BOTLE 4CS,STRL 70PRCTIPA 1 GAL BOTLE EA,00004,00001,CS,EA
19546925,19546925EA,4,HYPOCHLOR 1G STRL 4CS,HYPOCHLOR 1G STRL 4CS,00004,00001,CS,EA
5001045,5001045EA,6,MERCURY FREE ELITE BLEACH 6CS,MERCURY FREE ELITE BLEACH 1EA,00006,00001,CS,EA
033111R,033111REA,12,BOTTLE SQUARE 250ML 12/PK,BOTTLE SQUARE 250ML 1EA,00012,00001,PK,EA
19817241,19817241EA,12,MGC FGBEGN FRML LN CLG LD 12CS,MGC FGBEGN FRML LN CLG LD 1EA,00012,00001,CS,EA
6001040,6001040EA,4,N-HEXANE CHRMSLV CAPILLAR 4LT,N-HEXANE CHRMSLV CAPILLAR 1LT,00004,00001,CS,EA
22146362,22146362EA,5,TIP RK STL OVTN 1250UL 960/CS,TIP RK STL OVTN 1250UL 192PK,960,192,CS,EA
6001062,6001062EA,4,N-HEXANE NON-SPECTRO 99.9 4LT,N-HEXANE NON-SPECTRO 99.9 1LT,00004,00001,CS,EA
19039936,19039936PK,12,PREEMPT RTU 6X7 WIPE CS1920,PREEMPT RTU 6X7 WIPE 160PK,01920,00160,CS,PK
19039933,19039933EA,12,PREEMPT RTU 32OZ DISINF CS12,PREEMPT RTU 32OZ DISINF 1EA,00012,00001,CS,EA
12111005,12111005EA,10,1250UL UTIP FLT LOWRET ST960PK,1250UL UTIP FLT LOWRET ST 96PK,960,96,PK,EA
12111362,12111362EA,10,200UL XTIP4 FILTERED LTS STYL,200ULXTIP4FILTEREDLTSSTYL96/PK,960,96,PK,EA
12111365,12111365EA,8,1200UL XTIP4 FILTERED LTS STY,1200UL XTIP4 FLT LTS STY 96PK,768,96,PK,EA
12111400,12111400EA,10,0.1-20 XTIP4 FLT LOW VOL 960PK,0.2-20 XTIP4 FLT LOW VOL 96PK,960,96,PK,EA
12898001,12898001PK,20,DISP BEARD COVERS 18IN CS/2000,DISPOSBLE BEARDCOVER 18IN100PK,02000,00100,CS,PK
191600101,191600101EA,16,POLYIMIDE CR TAPE-3/4 X 36YD,POLYIMID CR TAPE 3/4INX36YD EA,00016,00001,CS,EA
07201763,07201763PK,100,PIPETIPS 1000UL NS RCK 1000/CS,PEPETIPS 1000UL NS RCK 10/PK,01000,00010,CS,PK
17441022,17441022PK,10,TF-050-095-RB 1000/CS-S,TF-050-095-RB 100/CS-S,01000,00100,CS,PK
17441023,17441023PK,10,TF-050-095-RB 1000/CS-M,TF-050-095-RB 100/CS-M,01000,00100,CS,PK
17441024,17441024PK,10,TF-050-095-RB 1000/CS-L,TF-050-095-RB 100/CS-L,01000,00100,CS,PK
17441025,17441025PK,10,TF-050-095-RB 1000/CS-XL,TF-050-095-RB 100/CS-XL,01000,00100,CS,PK
07202060,07202060PK,6,OCTAGONAL BOTTL 250ML PET144CS,OCTAGONAL BOTTL 250ML PET 24PK,00144,00024,CS,PK
FB0340923K,FB0340923KE,6,FB WASH BOTTLE DISTILLED WATER,FB WSHBOTTL DISTILLD WATR 1EA,00006,00001,PK,EA
FB11865155,FB11865155E,3,FB WASH BTTLE VENT ISOPROPANOL,FB WSHBOTTL VNT ISOPROPNOL 1EA,00003,00001,PK,EA
FB11865157,FB11865157E,3,FB WASH BOTTLE VENT METHANOL,FB WSHBOTTLE VNT METHANOL 1EA,00003,00001,PK,EA
FB11865163,FB11865163E,3,FB WASH BOTTLE VENT ETHANOL,FB WSHBOTTLE VENT ETHANOL 1EA,00003,00001,PK,EA
08757152,08757152PK,25,RDAC PLT ST 65X15 500/PK,RDAC PLT ST 65X15 20/PK,00500,00020,PK,PK
12897002,12897002PK,20,24 INCH PLEATED BOUFFANT CAPS,24IN PLEATD BOUFF CAPS 100PK,02000,00100,CS,PK
19546835,19546835EA,12,DCNAHL70 16OZ TRGSPRY STRL12CS,DCNAHL70 16OZ TRGSPRY STRL 1EA,00012,00001,CS,EA
191301220,191301220EA,25,CLNRM 6ML POLY BGS 12X18 25/PK,CLNRM 6ML POLY BGS 12X18 EA,00025,00001,PK,EA
191301221,191301221EA,10,CLEANRM POLY BAGS 24X18 10/PK,CLEANRM POLY BAGS 24X18 EA,00010,00001,PK,EA
191301222,191301222EA,10,CLEANRM POLY BAGS 36X24 10/PK,CLEANRM POLY BAGS 36X24 EA,00010,00001,PK,EA
191301224,191301224EA,10,CLEANRM POLY BAGS 20X20 10/PK,CLEANRM POLY BAGS 20X20 EA,00010,00001,PK,EA
19817240,19817240EA,50,ANTFG ANTSTC LNCLN FLD 50/CS,ANTFG ANTSTC LNCLN FLD 1/EA,00050,00001,CS,EA
FB02911459A,FB2911459AE,48,GRAD AC 2OZ CLR PTFE CP 48/CS,GRAD AC 2OZ CLR PTFE CP 1EA,00048,00001,CS,EA
S2GVU10RE,S2GVU10REEA,12,STERICUPGV5001000MLDURAPORPK12,STERICUPGV5001000MLDURAPOR 1EA,00012,00001,PK,EA
149621C,149621CPK,4,TB DISP CULTR 12X75MM 1000/CS,TB DISP CULTR 12X75MM 250PK,1000,00250,CS,PK
19152005,19152005PR,12,11-510 FIB CR GLV BLU SZ 11 DZ,GLV HYFLEX SZ 11 1PR,00012,00001,DZ,PR
21385102,21385102PK,20,REAGENT RES BULK 25ML 200/CS,REAGENT RES BULK 25ML 10PK,00200,00010,CS,PK
12111001,12111001EA,10,10ULXL UTIP FLT LORET ST 960PK,10ULXL UTIP FLT LORET ST96TIPS,960,96,PK,EA
12111002,12111002EA,10,20UL UTIP FLT LOW RET ST 960PK,20UL UTIP FLT LOWRET ST 96TIPS,960,96,PK,EA
12111126,12111126EA,10,200L FILTER TIP ST UNIV B,200LFILTERTIP ST UNIV B 96TIPS,960,96,PK,EA
0642116,0642116EA,24,BTL MEDIA GRAD 500ML 24/CS,BTL MEDIA GRAD 500ML 1EA,00024,00001,CS,EA
02923221,02923221PK,20,EZ FLIP PP TUBE 50ML BULK CASE,EZ FLIP PP TUBE 50ML BULK 25PK,00500,00025,CS,PK
0333752,0333752PK,5,GLS FLAT BTM INST .35M 1000/CS,GLS FLAT BTM INST .35M 200PK,01000,00200,CS,PK
SH30022FS,SH30022FSEA,6,DMEM/HI GLUC W LGLUT 500ML 6PK,DMEM/HI GLUC W LGLUT 500ML 1EA,00006,00001,PK,EA
02912728,02912728PK,10,CRYOELITE 2ML FS PTCH 500CS,CRYOELITE 2ML FS PTCH 50PK,00500,00050,CS,PK
SLAAR33SS,SLAAR33SSEA,50,MILLEX 33MM MCE .8UM STRL50PK,MILLEX 33MM MCE .8UM STRL 1EA,00050,00001,PK,EA
SLGPR33RS,SLGPR33RSEA,50,MILLEX-GP 33MMPES.22UMSTRL50PK,MILLEX-GP 33MMPES.22UMSTRL 1EA,00050,00001,PK,EA
028979,028979EA,6,FB EASY SQUZE BTL SOAP 6/CS,FB EASY SQUZE BTL SOAP 1EA,00006,00001,CS,EA
07200448,07200448EA,12,BTL FLTR II STYRNE 500ML 12/CS,BTL FLTR II STYRNE 500ML 1EA,00012,00001,CS,EA
136788C,136788CPK,5,PIPETTE PASTEUR 146MM 1000/CS,PIPETTE PASTEUR 146MM 200PK,01000,00200,CS,PK
19200118,19200118EA,5,FLEECE BAG 5/PK GM80,FLEECE BAG GM80 1EA,00005,00001,PK,EA
FB02912030A,FB2912030AE,24,WMRND 500CC HDPE NAT  PE 24/CS,WMRND 500CC HDPE NAT  PE 1EA,00024,00001,CS,EA
FB02912032A,FB2912032AE,48,WMRND 120CC HDPE NAT  PE 48/CS,WMRND 120CC HDPE NAT  PE 1EA,00048,00001,CS,EA
FB02912034A,FB2912034AE,48,WMRND 250CC HDPE NAT  PE 48/CS,WMRND 250CC HDPE NAT  PE 1EA,00048,00001,CS,EA
11381D,11381DEA,100,STIRRING RODS 6X250MM 100/PK,STIRRING RODS 6X250MM 1EA,00100,00001,PK,EA
FB12566515,FB12566515E,12,FLTR RECEIVER PS 500ML 45MM,FLTR RECEIVR500ML PS 45MM 1EA,00012,00001,CS,EA
FB02911440,FB02911440E,24,BTL AMB WMPKR W/PTFE 4OZ 24CS,BTL AMB WMPKR W/PTFE 4OZ 1EA,00024,00001,CS,EA
0136110A,0136110AEA,30,LAB COAT TY SNP 2PKT S 30/CS,LAB COAT TY SNP 2PKT SM,00030,00001,CS,EA
0136110B,0136110BEA,30,LAB COAT TY SNP 2PKT M 30/CS,LAB COAT TY SNP 2PKT MD,00030,00001,CS,EA
0136110C,0136110CEA,30,LAB COAT TY SNP 2PKT L 30/CS,LAB COAT TY SNP 2PKT LG,00030,00001,CS,EA
0136110D,0136110DEA,30,LAB COAT TY SNP 2PKT XL 30/CS,LAB COAT TY SNP 2PKT XL,00030,00001,CS,EA
0136110E,0136110EEA,30,LAB COAT TY SNP 2PKT 2X 30/CS,LAB COAT TY SNP 2PKT 2X,00030,00001,CS,EA
14222396,14222396EA,25,RACK 96 WELL PCR SPECTRM 25CS,RACK 96 WELL PCR SPECTRM,00025,00001,CS,EA
14222430,14222430PK,10,RESERVOIR 25ML 100CS,RESERVOIR 25ML 10PK,00100,00010,CS,PK
14828335,14828335PK,5,BG HMPR RED 1.2ML 25X34 250/CS,BG HMPR RED 1.2ML 25X34 50PK,00250,00050,CS,PK
19059326A,19059326APK,10,G3 CE NXT NIT GLV XS 1000/CS,GLV NXT NITRL 12IN XS 100/PK,01000,00100,CS,PK
22145102,22145102PK,10,RGNT RES DIVD NS 25ML 100/CS,RGNT RES DIVD NS 25ML 10PK,00100,00010,CS,PK
0128837,0128837PK,6,BOTLE NM HDPE 250ML STER 180CS,BOTLE NM HDPE 250ML STER 30/PK,00180,00030,CS,PK
02923202,02923202PK,4,2MLPIPETTE PAPER PEEL CS500,2MLPIPETTE PAPER PEEL 125/PK,00500,00125,CS,PK
FB12566514,FB12566514E,24,FLTR RECEIVER PS 250ML 45MM,FLTR RECIVR PS 250ML 45MM 1EA,00024,00001,CS,EA
1256607,1256607EA,50,PLATE 96WELL BLK W/LID 50/CS,PLATE 96WELL BLK W/LID 1EA,00050,00001,CS,EA
1256670,1256670PK,10,96WELCELC PLY OPTBTM BLK 30/CS,96WELCELC PLY OPTBTM BLK 3/PK,00030,00003,CS,PK
13678000,13678000PK,10,PIPETTE 100ML PPW PS S IND 10,PIPETTE 100ML PPW PS S 10/PK,00100,00010,CS,PK
14955135,14955135PK,4,FB 2ML ASPIRATING PIPET 200/PK,FB 2ML ASPIRATING PIPET 50/PK,00200,00050,PK,PK
WIRUSP1X6,WIRUSP1X6EA,6,WATER FOR IRRIGATION USP,WATER FOR IRRIGATION USP 1EA,00006,00001,CS,EA
02923201,02923201PK,5,1MLPIPETTE PAPER PEEL CS1000,1MLPIPETTE PAPER PEEL 200/PK,01000,00200,CS,PK
02923203,02923203PK,2,5MLPIPETTE PAPER PEEL CS200,5MLPIPETTE PAPER PEEL 100/PK,00200,00100,CS,PK
02923204,02923204PK,2,10MLPIPETTE PAPER PEEL CS200,10MLPIPETTE PAPER PEEL 100/PK,00200,00100,CS,PK
02923205,02923205PK,4,25MLPIPETTE PAPER PEEL CS200,25MLPIPETTE PAPER PEEL 50/PK,00200,00050,CS,PK
02923206,02923206PK,2,50MLPIPETTE PAPER PEEL CS100,50MLPIPETTE PAPER PEEL 50/PK,00100,00050,CS,PK
FB012935,FB012935PK,20,25CM2 TC FLASK VENT CAP 200/CS,25CM2 TC FLASK VENT CAP 10/PK,00200,00010,CS,PK
FB012937,FB012937PK,20,75CM2 TC FLASK VENT CAP 100/CS,75CM2 TC FLASK VENT CAP 5/PK,00100,00005,CS,PK
12600002,12600002PK,15,NUNC EASYDISH 100X15 TC 150/CS,NUNC EASYDISH 100X15 TC 10/PK,00150,00010,CS,PK
12600003,12600003PK,24,NUNC EASYDISH 100X20 TC 240/CS,NUNC EASYDISH 100X20 TC 10/PK,00240,00010,CS,PK
1367812C,1367812CPK,10,PIPET STER 2ML 0.01GRAD 500/CS,PIPET STER 2ML 0.01GRAD 50/PK,00500,00050,CS,PK
1420659,1420659PK,2,VERSIDRY HOOD MAT 18X20 100/CS,VERSIDRY HOOD MAT 18X20 50/PK,00100,00050,CS,PK
18366218,18366218PK,5,WIPER 12 X 12 STERILE 500CSW,WIPER 12 X 12 STERILE 100/PK,00500,00100,CS,PK
191303504,191303504EA,12,OTS CLEAR LENS GLASSES,OTS CLEAR LENS GLASSES 1EA,00012,00001,CS,EA
07201588,07201588PK,20,6WL PLATE NONTREATED100/CS,6WL PLATE NONTREATED 5PK,00100,00005,CS,PK
07201590,07201590PK,20,24WL PLATE NONTREATED100/CS,24WL PLATE NONTREATED 5PK,00100,00005,CS,PK
19152306,19152306EA,12,GLV CUT RESIS 18G ESD 8 12PRDZ,GLV CUT RESIS 18G ESD 8 1EA,00012,00001,DZ,EA
19152307,19152307EA,12,GLV CUT RESIS 18G ESD 9 12PRDZ,GLV CUT RESIS 18G ESD 9 1EA,00012,00001,DZ,EA
19152308,19152308EA,12,GLV CUT RES 18G ESD 10 12PRDZ,GLV CUT RES 18G ESD 10 1EA,00012,00001,DZ,EA
03340127D,03340127DPK,2,PIPET SHORTY 25ML INDIV 200/CS,PIPET SHORTY 25ML INDIV 100/PK,00200,00100,CS,PK
1367836B,1367836BPK,2,PIPET SHORTY 5ML IND 200/CS,PIPET SHORTY 5ML IND 100/PK,00200,00100,CS,PK
21377600,21377600PK,5,FINNTIP 1000 EXT 480/CS,FINNTIP 1000 EXT 96/PK,00480,00096,CS,PK
6000511,6000511EA,4,DCM MEETS USP 99.9 4L 4/CS,DCM MEETS USP 99.9 4L 1EA,00004,00001,CS,EA
09741201,09741201EA,12,FLTR PES 250ML 0.1UM CS12,LTR PES 250ML 0.1UM 1EA,00012,00001,CS,EA
S2GVT05RE,S2GVT05REEA,12,STERITOPGV500MLDURAPOREPVDPK12,STERITOPGV500MLDURAPOREPVD 1EA,00012,00001,PK,EA
17444073,17444073PK,10,CLEANROOM STATIONERY 8.5 X11,C/RSTATIONARY8.5X11WH3-HOLE1EA,00010,00001,CS,EA
17444068,17444068PK,10,CLEANROOM STATIONERY 8.5 X11,C/R STATIONARY 8.5X11 WHITE1EA,00010,00001,CS,EA
17444071,17444071PK,10,CLEANROOM STATIONERY 8.5 X11,C/RSTATIONARY 8.5X11 YELLOW1EA,00010,00001,CS,EA
19152305,19152305PR,12,GLV CUT RESIS 18G ESD 7 12PRDZ,GLV CUT RESIS 18G ESD 7 1PR,00012,00001,DZ,PR
19152306,19152306PR,12,GLV CUT RESIS 18G ESD 8 12PRDZ,GLV CUT RESIS 18G ESD 8 1PR,00012,00001,DZ,PR
19152307,19152307PR,12,GLV CUT RESIS 18G ESD 9 12PRDZ,GLV CUT RESIS 18G ESD 9 1PR,00012,00001,DZ,PR
19152308,19152308PR,12,GLV CUT RES 18G ESD 10 12PRDZ,GLV CUT RES 18G ESD 10 1PR,00012,00001,DZ,PR
19152309,19152309PR,12,GLV CUT RES 18G ESD 11 12PRDZ,GLV CUT RES 18G ESD 11 1PR,00012,00001,DZ,PR
FB02912036A,FB2912036A,4,WMRND 3840CC HDPE NAT  PE 4/CS,WMRND 3840CC HDPE NAT  PE 1EA,00004,00001,CS,EA
19125819,19125819EA,8,CLNRM TACKYMAT BL 30LAYER 8CS,CLNRM TACKYMAT BL 30LAYER EA,00008,00001,CS,EA
0339072,0339072PK,4,BTL SQ PT 125ML W/CLS STR 96CS,BTL SQ PT 125ML W/CLS STR 96CS,00096,00024,CS,PK
FB02911440,FB2911440EA,24,BTL AMB WMPKR W/PTFE 4OZ 24CS,BTL AMB WMPKR W/PTFE 4OZ 1EA,00024,00001,CS,EA
07000724,07000724EA,40,96 HLF-AREA UVSTAR FB PLT 40C,96 HLFAREA UVSTAR FB PLT 1EA,00040,00001,CS,EA
0974025B,0974025BEA,12,FILTER UNIT .45UM 12/CS,FILTER UNIT .45UM 1EA,00012,00001,CS,EA
FB02911741,FB02911741E,12,BTL AMB BOSRD W/PTFE 8OZ 12CS,BTL AMB BOSRD W/PTFE 8OZ 1EA,00012,00001,CS,EA
60048260,60048260EA,4,TFA IN ACETONITRILE 4 LT,TFA IN ACETONITRILE 1EA,00004,00001,CS,EA
19415151,19415151EA,4,SPOR-KLENZ RTU,SPOR-KLENZ RTU 1EA,00004,00001,CS,EA
08732122,08732122PK,5,DISPOSABLE BEAKER 50ML 500/PK,DISPOSABLE BEAKER 50ML 100PK,00500,00100,PK,PK
011890106,011890106EA,3,BTLWASH LYOB 500ML 3/PK,BTLWASH LYOB 500ML 1EA,00003,00001,PK,EA
07000880,07000880EA,32,384W PLT ST FB CLR LID IN CS32,384W PLT ST FB CLR LID IN 1EA,00032,00001,CS,EA
19021870,19021870PK,5,SORBENT PADS 18X18 50/CS,SORBENT PADS 18X18 50/CS,00050,00010,CS,PK
FB02911439,FB02911439E,24,BTL AMB WMPKR W/PTFE 2OZ 24CS,BTL AMB WMPKR W/PTFE 2OZ 1EA,00024,00001,CS,EA
FB02911443,FB02911443E,12,BTL AMB WMPKR W/PTFE 32OZ 12CS,BTL AMB WMPKR W/PTFE 32OZ 1EA,00012,00001,CS,EA
FB02911761,FB02911761E,12,JAR CLR ST SD W/PTFE 16OZ 12CS,JAR CLR ST SD W/PTFE 16OZ 1EA,00012,00001,CS,EA
FB02911763,FB02911763A,24,JAR CLR ST SD W/PTFE 2OZ 24/CS,JAR CLR ST SD W/PTFE 2OZ 1EA,00024,00001,CS,EA
FB02911764,FB02911764E,24,JAR CLR ST SD W/PTFE 4OZ 24/CS,JAR CLR ST SD W/PTFE 4OZ 1EA,00024,00001,CS,EA
FB02911765,FB02911765E,12,JAR CLR ST SD W/PTFE 8OZ 12/CS,JAR CLR ST SD W/PTFE 8OZ 1EA,00012,00001,CS,EA
19546840,19546840EA,12,DECON-HAND ASEPTI-CLNSE 12CS,DECON-HAND ASEPTI-CLNSE 1EA,00012,00001,CS,EA
055555,055555EA,100,FUNNEL 60MM,FUNNEL 60MM DISP PS,00100,00001,CS,EA
1495796K,1495796KPK,2,TUBE CULT DISP 20X150MM 500/CS,TUBE CULT DISP 20X150MM 250/PK,00500,00250,CS,PK
50486655,50486655EA,24,ALUMINIUM FOIL 12INW 24/CS,ALUMINIUM FOIL 12INW EACH,00024,00001,CS,EA
507206108,507206108EA,12,WINDEX W/TRIGGER 12/ 32OZ,WINDEX W/TRIGGER  32OZ EA,00012,00001,CS,EA
03411751,03411751EA,6,WM WSH BOTTLE NATURAL500MLPK/6,WM WSH BOTTLE NATURAL500ML 1EA,00006,00001,PK,EA
03411752,03411752EA,6,WM WASH BOTTLE RED 500ML PK/6,WM WASH BOTTLE RED 500ML 1EA,00006,00001,PK,EA
13006155,13006155EA,6,BTL RTU METHANOL 500ML 6PK,BTL RTU METHANOL 500ML 1EA,00006,00001,PK,EA
13006159,13006159EA,6,BTL RTU DEIONZD H2O 500ML 6PK,BTL RTU DEIONZD H2O 500ML 1EA,00006,00001,PK,EA
19305825,19305825EA,24,SAFETY TAPE 2IN BLACK/YELLOW,SAFTY TAPE 2IN BLACK/YELLW 1EA,00024,00001,CS,EA
22020253,22020253EA,6,WSH BTL WM BLUE 16OZ 6/PK,SH BTL WM BLUE 16OZ 1EA,00006,00001,PK,EA
22020254,22020254EA,6,WASH BTL WM GREEN 16OZ 6/PK,WASH BTL WM GREEN 16OZ 1EA,00006,00001,PK,EA
22020256,22020256EA,6,WASH BTL WM YELW 16OZ 6/PK,WASH BTL WM YELW 16OZ 1EA,00006,00001,PK,EA
FB12566502,FB2566502EA,12,FILTER PES 250ML 50MM 0.2UM,FILTERPES250ML 50MM 0.2UM1EA,00012,00001,CS,EA
FB12566503,FB2566503EA,12,FILTER PES 250ML 50MM 0.45UM,FILTERPES250ML 50MM 0.45UM1EA,00012,00001,CS,EA
FB12566505,FB2566505EA,12,FILTER PES 500ML 75MM 0.45UM,FILTERPES500ML 75MM 0.45UM1EA,00012,00001,CS,EA
11865151,11865151EA,3,WSHBTL DCHLRMTHN GHS 500ML 3PK,WSHBTL DCHLRMTHN GHS 500ML 1EA,00003,00001,PK,EA
191600102,191600102EA,36,POLYIMIDE CR TAPE-1 X 36YDPOL,POLYIMIDE CR TAPE-1X36YDPOL,00036,00001,CS,EA
191600106,191600106EA,36,TAPE 1POLYIMIDE ON 1CORE,TAPE 1POLYIMIDE ON 1CORE 1EA,00036,00001,CS,EA
19166379,19166379EA,24,POLYIMIDE CR TAPE-1/2 X 36YD,POLYIMIDE CR TAPE-1/2 X 36YD,00024,00001,CS,EA
0340910DD,0340910DDEA,4,WASH BOTTLE LDPE 1000ML 4/PK,WASH BOTTLE LDPE 1000ML,00004,00001,PK,EA
191301254,191301254EA,24,CLNRM VL TP 1-1/2X36Y WHT,CLNRM VL TP 1-1/2X36Y WHT,00024,00001,CS,EA
02925C,02925CEA,12,BOTTLE NM PP 4OZ 12/PK,BOTTLE NM PP 4OZ 1EA,00012,00001,PK,EA
12565322,12565322EA,75,MULTIDISH 48WELL ST PS 75/CS,MULTIDISH 48WELL ST PS 1EA,00075,00001,CS,EA
1417565,1417565EA,24,9X9 CYOBOX 6 ASSORTED CL 24/CS,9X9 CYOBOX 6 ASSORTED CL 1EA,00024,00001,CS,EA
1532010E,1532010EEA,12,CONNECTOR Y PP 3/8IN 12/PK,CONNECTOR Y PP 3/8IN 1EA,00012,00001,PK,EA
S32324,S32324PK,12,LATEX BULB 1ML 72/PKLATEX BUL,LATEX BULB 1ML LATEX BUL 6PK,00072,00006,PK,PK
02925A,02925AEA,72,BOTTLE NM 1OZ 72/CS,BOTTLE NM 1OZ EA,00072,00001,CS,EA
02992428,02992428EA,24,2OZ CL SSR TH F217 PTFE 24CS,2OZ CL SSR TH F217 PTFE EA,00024,00001,CS,EA
07000232,07000232PK,24,CELLSTRDISH 145X20 S 3VNT 120C,CELLSTRDISH 145X20 S 3VNT 5PK,00120,00005,CS,PK
1256671,1256671EA,30,96WELCELC POLY OPTBTM WH 30/CS,96WELCELC POLY OPTBTM WH EA,00030,00001,CS,EA
14809166A,14809166AEA,4,RACK MCT RND FLT 1.5ML 4/PK,RACK MCT RND FLT 1.5ML 1EA,00004,00001,PK,EA
0259115H,0259115HEA,3,BEAKER GRIFF PMP 1000ML 3/PK,BEAKER GRIFF PMP 1000ML 1EA,00003,00001,PK,EA
08965A,08965AEA,12,DISSECT NEEDLE STRAIGHT 12/PK,DISSECT NEEDLE STRAIGHT 1EA,00012,00001,PK,EA
125535B,125535BPK,2,MICRO SLIDES 75X50MM 144/GR,MICRO SLIDES 75X50MM 72PK,00144,00072,GR,PK
12565168N,12565168NPK,10,CRYOTUBE 1MLCON INTHRD 500/PK,CRYOTUBE 1MLCON INTHRD 50PK,00500,00050,PK,PK
035257D,035257DEA,8,PACK REFRIGER U-TEK 32OZ 8/PK,PACK REFRIGER U-TEK 32OZ 1/EA,00008,00001,PK,EA
03528B,03528BEA,24,U-TEK REFG GEL PK 3/4LB 24/PK,U-TEK REFG GEL PK 3/4LB 1/EA,00024,00001,PK,EA
03641,03641EA,2,SPONGE STAINLESS STEEL 2/PK,SPONGE STAINLESS STEEL 1/EA,00002,00001,PK,EA
07000162,07000162EA,100,96WPLT PS FB ST TC CLRLD 100CS,96WPLT PS FB ST TC CLRLD 1/EA,00100,00001,CS,EA
FBMB250,FBMB250EA,24,BOTTLE STR MEDIA FB 250ML CS24,BOTTLE STR MEDIA FB 250ML EA,00024,00001,CS,EA
1139233B,1139233BPR,12,GLV NEOP LATEX SZ 7 12PR,GLV NEOP LATEX SZ 7 1PR,00012,00001,DZ,PR
1139233C,1139233CPR,12,GLV NEOP LATEX SZ 8 12PR,GLV NEOP LATEX SZ 8 1PR,00012,00001,DZ,PR
1139233D,1139233DPR,12,GLV NEOP LATEX SZ 9 12PR,GLV NEOP LATEX SZ 9 1PR,00012,00001,DZ,PR
1146226B,1146226BPR,12,GLV LISLE LTWT MENS 12PR,GLV LISLE LTWT MENS PAIR,00012,00001,DZ,PR
14379000,14379000EA,12,100ML PP GRADUATED CYLINDERS,100ML PP GRADUATED CYL 1/EA,00012,00001,PK,EA
14379132,14379132EA,6,GRAD CYLINDER 1000ML PP PK/6,GRAD CYLINDER 1000ML PP 1/EA,00006,00001,PK,EA
14379136,14379136EA,6,GRAD CYLINDER 250ML PP PK/6,GRAD CYLINDER 250ML PP 1/EA,00006,00001,PK,EA
14379138,14379138EA,6,GRAD CYLINDER 500ML PP PK/6,GRAD CYLINDER 500ML PP 1/EA,00006,00001,PK,EA
1437936,1437936PR,12,GLV LINR ULTRAFIT MD 12PR/PK,GLV LINR ULTRAFIT MD PAIR,00012,00001,PK,PR
1437945,1437945PR,12,GLOVE LINER ULTRAFIT LG 12/PK,GLOVE LINER ULTRAFIT LG PAIR,00012,00001,PK,PR
19022850,19022850EA,25,LAB COAT BLU XX-LG 54-60 25/CS,LAB COAT BLU XX-LG 54-60 1/EA,00025,00001,CS,EA
19042440,19042440EA,25,CVRL TYVEK ELSTC W/A MD 25/CS,CVRL TYVEK ELSTC W/A MD 1/EA,00025,00001,CS,EA
19823600,19823600EA,30,FROCK TYVEK EL WR MD 30CS,FROCK TYVEK EL WR MD  1EA,00030,00001,CS,EA
19823601,19823601EA,30,FROCK TYVEK EL WR LG 30CS,FROCK TYVEK EL WR LG 1/EA,00030,00001,CS,EA
19900022,19900022EA,30,LBCOAT TYVEK EW 4SNAP XL 30/CS,LBCOAT TYVEK EW 4SNAP XL 1/EA,00030,00001,CS,EA
MT46000CV,MT46000CVEA,6,MOLECULAR BIO GRADE WATER 6CS,MOLECULAR BIO GR WATER 1L,00006,00001,CS,EA
MT46020CM,MT46020CMEA,6,20X SSC BUFFER 1L 6/CS,20X SSC BUFFER 1L,00006,00001,CS,EA
SLFG05000,SLFG05000EA,100,3FLT MLX-FG50 HOSE-HOSE 100/PK,3FLT MLX-FG50 HOSE-HOSE 1EA,00100,00001,PK,EA
SLFH05000,SLFH05000EA,100,MILLEX-FH 0.5UM 50MM 100/PK,MILLEX-FH 0.5UM 50MM 1EA,100,1,PK,EA
SLSV025LS,SLSV025LSEA,50,SYR FLT MLX SV 25MM 50/PK,SYR FLT MLX SV 25MM 1EA,00050,00001,PK,EA
09740100,09740100EA,100,SYRINGE FLTR PES 0.2UM 13MM ST,SYR FLTR PES 0.2UM 13MM ST 1EA,00100,00001,CS,EA
0974028F,0974028FEA,12,FILTER UN TC .45UM 150ML 12/CS,FILTER UN TC .45UM 150ML 1EA,00012,00001,CS,EA
